Data,Treatment,MAE,Pearson,Spearman,Isep,Csep
jirasoftware_filtered,None,0.21884463938403892,0.996378659764527,0.9811096367730165,0.0008469772071885768,0.0006614088877627094
jirasoftware_filtered,None,0.24935667699874808,0.9959095036488134,0.9811096367730165,0.007520143826241656,0.004773402720984938
jirasoftware_filtered,None,0.23148545146532798,0.9968162446443896,0.9811096367730165,0.0012774583984875667,0.0009076180395325882
jirasoftware_filtered,None,0.22069613982553352,0.9969135236526538,0.9811096367730165,0.0010147684779412153,0.000753150662035334
jirasoftware_filtered,None,0.28532522154725304,0.9936057985824169,0.98074689425259,0.011191265493334938,0.006890318489633034
jirasoftware_filtered,None,0.20669864138511762,0.9941883085379996,0.9811096367730165,0.011365172472384777,0.004827621401699637
jirasoftware_filtered,None,0.29895456087643696,0.9936775921157656,0.9811096367730165,0.0006014030286011846,0.0003413796630256289
jirasoftware_filtered,None,0.23874749848831733,0.9968793531912937,0.9811096367730165,0.020575973629936434,0.014372394472180246
jirasoftware_filtered,None,0.24413648152460246,0.9948146112641147,0.9811096367730165,0.002164288799828862,0.0014369024353266633
jirasoftware_filtered,None,0.28047557671864826,0.9955968405307667,0.9811096367730165,0.000797362046644174,0.0006140479473768149
jirasoftware_filtered,None,0.24119262145534498,0.9952656282480026,0.9810648034277955,0.0016729080280263324,0.0010184461304165392
jirasoftware_filtered,None,0.2086686524626327,0.9968376586245106,0.9811096367730165,7.487176652376643e-05,2.7488109590848185e-05
jirasoftware_filtered,None,0.1779960663351294,0.997171769061575,0.9811096367730165,0.0008777407896577256,0.0006565765412233765
jirasoftware_filtered,None,0.18913734802916715,0.9970339030867605,0.9811096367730165,-1.358107064894562e-06,2.805986837672386e-07
jirasoftware_filtered,None,0.23629622671702136,0.9951211512857366,0.9811096367730165,0.010377585184239759,0.006153627222893818
jirasoftware_filtered,None,0.2980671051430376,0.9952699795420832,0.9811096367730165,0.0014094201455388188,0.0009520949872450574
jirasoftware_filtered,None,0.25792933980079547,0.996091745267141,0.9811096367730165,0.003093676277414989,0.002205115179939713
jirasoftware_filtered,None,0.20594880270631347,0.9954583966214414,0.9811096367730165,0.00046499265114064266,0.0002753385387873719
jirasoftware_filtered,None,0.21978501587697905,0.9969470511623,0.9811096367730165,0.004804384229498408,0.003210552259728535
jirasoftware_filtered,None,0.24134490179688964,0.9958183463898391,0.9811096367730165,0.0015436309095683337,0.0010710699137536353
jirasoftware_filtered,FairReweighing,0.3273402765461299,0.963525299244966,0.980882558790727,0.006398389455638557,0.0025424501895223517
jirasoftware_filtered,FairReweighing,0.29633575024670117,0.9793298563791029,0.9810659679302687,0.0013908772229859797,0.0005920226826906523
jirasoftware_filtered,FairReweighing,0.2999420468121359,0.971246744144281,0.9809524289391238,0.00791160026721825,0.0031458636657289603
jirasoftware_filtered,FairReweighing,0.3061143421146968,0.9628683175425338,0.9807527167649563,0.016338924323882557,0.0047286225679268185
jirasoftware_filtered,FairReweighing,0.32485696033800027,0.9363834415722597,0.9754996461079902,0.01302913466868749,0.0035483254555107057
jirasoftware_filtered,FairReweighing,0.353541761228483,0.9492898226767105,0.9799678420979656,0.007183566397351765,0.002560012164422516
jirasoftware_filtered,FairReweighing,0.33205209284612575,0.9731279395143145,0.9810048315504215,0.004050427353152791,0.0016589201582402264
jirasoftware_filtered,FairReweighing,0.3033464741489114,0.9552865276380162,0.9807305912179639,0.010294255949676038,0.003559556197841435
jirasoftware_filtered,FairReweighing,0.2866229959274536,0.9772974715337922,0.9810397666246198,0.012118121285322159,0.005003953527526343
jirasoftware_filtered,FairReweighing,0.299855193591009,0.9724095204877189,0.9809960977818719,0.00725411195567913,0.0029135925696867587
jirasoftware_filtered,FairReweighing,0.32321497675490707,0.9679794251974781,0.9809786302447727,0.005566531615670615,0.0022199140090772107
jirasoftware_filtered,FairReweighing,0.3651608762131434,0.9672458175336762,0.9810048315504215,0.014884360895853103,0.00546815930839037
jirasoftware_filtered,FairReweighing,0.29765127837385763,0.9771636065407983,0.9810135653189711,0.009758378782982455,0.004021716501818467
jirasoftware_filtered,FairReweighing,0.38664322601605766,0.973223291721539,0.9809250631310018,0.01488562624948094,0.006286705641607669
jirasoftware_filtered,FairReweighing,0.3552063085717153,0.952479891663747,0.9800307252315227,0.011736781061141358,0.003964330482945102
jirasoftware_filtered,FairReweighing,0.33513922043586974,0.9594872482266403,0.9809611627076735,0.011470732445382378,0.004110746316273067
jirasoftware_filtered,FairReweighing,0.3042561509837843,0.9756539554307215,0.9810572341617191,0.00884034654532407,0.003706833992346536
jirasoftware_filtered,FairReweighing,0.302108885490731,0.9786279167194804,0.9810048315504215,0.006149730334909511,0.002630896251241568
jirasoftware_filtered,FairReweighing,0.3564509861001141,0.965317243953825,0.9809786302447727,0.03672480505557675,0.01029503046567552
jirasoftware_filtered,FairReweighing,0.3416316231636152,0.9537376926248988,0.9799940434036144,0.0028767449702472815,0.0011235183532425053
