Data,N,MAE,Treatment,Pearson,Spearman
jirasoftware_filtered,10,3.428007765579969,CL,-0.05476058499352665,-0.06280233178781355
jirasoftware_filtered,20,3.5054239376089895,CL,0.007238511934347303,0.02001098480863476
jirasoftware_filtered,30,3.531220669958454,CL,0.0925251400098912,0.10353897943396287
jirasoftware_filtered,40,3.5193748347317944,CL,0.15154608377266254,0.14831802468096364
jirasoftware_filtered,50,3.4837271387187334,CL,0.16732623563145751,0.17607879936526386
jirasoftware_filtered,60,3.419540368908873,CL,0.17770468257417718,0.17174606381518
jirasoftware_filtered,70,3.371526409083834,CL,0.1767804245369226,0.16348259910625718
jirasoftware_filtered,80,3.3214533190028024,CL,0.1699866806877017,0.14860836263019608
jirasoftware_filtered,90,3.2943511186884,CL,0.16973962511805754,0.14266760151513264
jirasoftware_filtered,100,3.3013208670684926,CL,0.165509656456183,0.1328854459948402
jirasoftware_filtered,110,3.2750485045978657,CL,0.17151214128756845,0.13447113787141726
jirasoftware_filtered,120,3.1724929803265973,CL,0.1823044659343474,0.12375096743822007
jirasoftware_filtered,130,3.0599709160625936,CL,0.2225212609703595,0.1657606353233116
jirasoftware_filtered,140,3.039526574714826,CL,0.2560654350518793,0.20531359748412872
jirasoftware_filtered,150,3.042994041339709,CL,0.27518827467859275,0.21114269015717968
jirasoftware_filtered,160,3.086849123869951,CL,0.29590046598178166,0.2427001918699039
jirasoftware_filtered,170,3.106790915933939,CL,0.31279166076619314,0.2681159292719423
jirasoftware_filtered,180,3.1138773461660514,CL,0.3296721294005102,0.2872782339212822
jirasoftware_filtered,190,3.114424311538012,CL,0.34187829663590863,0.29078462300047386
jirasoftware_filtered,200,3.083646238265702,CL,0.3506422417125703,0.3134533167290054
jirasoftware_filtered,210,3.021754730722079,CL,0.3575469348288838,0.33415664587811744
