Data,Treatment,MAE,Pearson,Spearman,Isep,Csep
jirasoftware_filtered,None,0.26216690262703046,0.9920921056153342,0.9811096367730165,0.0020483236197636648,0.0009249048344394231
jirasoftware_filtered,FairReweighing,0.3513521557529223,0.9853350200592872,0.9811096367730165,0.0008441570102184817,0.00033636939184821413
